course number,course name,credits,prereqs,desc
COM 491,"Senior Project in Communication I",3.0,"COM 210 [Min Grade: D] and (COM 220 [Min Grade: D] or SOC 250 [Min Grade: D])","Covers planning and execution of a professional project that integrates the academic and practical knowledge the student has acquired in his or her major."
COM 492,"Senior Project in Communication II",3.0,"COM 491 [Min Grade: D]","Requires completion and evaluation of the project begun in COM 491."
COM I199,"Independent Study in COM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
COM I299,"Independent Study in COM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
COM I399,"Independent Study in COM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
COM I499,"Independent Study in COM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
COM T180,"Special Topics in Communication Theory",3.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
COM T280,"Special Topics in Communication Theory",3.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
COM T380,"Special Topics in Communication Theory",1.0-5.0,"No Prereq","Provides advanced communication studies covering various subjects in interpersonal, group, organizational, and mass communication. May be taken for credit twice."
COM T480,"Special Topics in Communication Theory",3.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
CJS 100,"Freshman Seminar in Crime and Justice",3.0,"No Prereq","This is an entry level course for CJS freshman that introduces them to the norms of academic writing and comprehension in the disciplines of criminology and criminal justice. During the course students will read a combination of classic and current volumes in criminology to initiate them into the academic discipline. The course will be mostly seminar-style, which means students will engage in active learning through reading, writing, and discussion."
CJS 101,"Introduction to Criminal Justice",3.0,"No Prereq","This course provides a survey of the criminal justice system with the primary goal of conveying an understanding of America's formal response to crime. We confront the long-standing struggle to balance due process with crime control through the lenses of the police, courts and corrections -- the core elements of the Criminal Justice system. We also examine major crime control paradigms (historic and current), and the tenuous relationship between race and justice. The course offers a variety of educational approaches in an effort to match (as much as is reasonable) students' individual learning styles and needs."
CJS 180,"Serial Killers",3.0,"No Prereq","This course discusses serial killers; the group of individuals that fascinate all of us given the heinous nature of their crimes. We will explore the various types of serial killers, the pathology behind their killings, the victims of serial killings and how we (society and law enforcement) respond to serial killers/killings."
CJS 200,"Criminology",3.0,"No Prereq","This course examines the myriad factors that explain crime and criminal behavior. The course describes prevalences of different crime types across various populations and geographic areas to help students understand how and why crime often clusters within certain settings. The Course reviews major theories of crime developed over the past two hundred years to help explain crime and the labeling of criminal offenders. The course will draw on references from popular culture to help provide a context for crime and crime causation."
CJS 210,"Race, Crime, and Justice",3.0,"No Prereq","This course considers how race affects the behaviors of the major institutions of the justice process, as well as how the justice process affects social perceptions of race and crime. The course also describes the relationships among race, criminal offending, and victimization; and it explores how justice-­‐related outcomes are often influenced by the quality and behaviors of local schools, access to housing, economic investment in majority-­‐minority communities, crime control strategies, and the perceived fairness of the justice process itself."
